date,Atlanta,Boston,Chicago,Cleveland,Dallas,KC,Minneapolis,National,NY,Philadelphia,Richmond,SF,SL,Consensus
1970-05,-0.68,-0.88235294,-0.62962963,-0.625,-0.2,-0.36842105,-0.75,-1.0,-0.27272727,-0.5,-0.29411765,-0.42857143,-1.0,-0.55256833
1970-06,-0.58333333,-0.29411765,-0.6875,-0.56521739,-0.61290323,0.16666667,-0.89473684,-0.53333333,-0.85714286,-0.84615385,-0.75,-0.64705882,0.11111111,-0.53836552
1970-07,-0.33333333,-0.2,-0.46666667,-0.5,0.07692308,-0.52941176,-0.73913043,-0.37931034,-0.2,-0.77777778,-0.66666667,-0.6,-0.68421053,-0.46835617
1970-08,-0.69230769,0.07692308,-0.5,-0.36842105,-0.65217391,-0.6,-0.51724138,-0.77777778,-0.33333333,-0.81818182,-0.17647059,-0.64705882,-0.7,-0.49402213
1970-09,-0.47368421,-0.13043478,-0.42857143,-0.29411765,0.08333333,0.2,-0.7,-0.33333333,-0.04761905,-0.69230769,-0.04,-0.18518519,-0.30434783,-0.25107787
1970-10,-0.78947368,-0.16666667,-0.56521739,0.0,1.0,-0.47826087,-0.46153846,-0.71428571,-0.64705882,-0.75,-0.14285714,-0.33333333,-0.4,-0.31120053
1970-11,-0.40740741,-0.15789474,-0.36,-0.7,-0.44444444,-0.52,-0.78947368,-0.69230769,-0.57894737,-0.66666667,-0.33333333,-0.47368421,-0.46153846,-0.49111586
1970-12,-0.30769231,-0.57142857,-0.58333333,0.2,0.5,0.36842105,-0.52941176,-0.6875,-0.06666667,-0.66666667,-0.27272727,-0.33333333,-0.52941176,-0.23268755
1971-01,-0.2173913,,-0.24137931,0.125,0.06666667,-0.22580645,-0.52380952,-0.13333333,-0.38461538,-0.33333333,-0.08333333,-0.23076923,-0.17647059,-0.20229471
1971-02,-0.28571429,-0.05882353,-0.26315789,0.0,-0.25,0.33333333,-1.0,-0.55555556,-0.2,0.22222222,-0.33333333,-0.18181818,0.25,-0.14727431
1971-03,-0.46666667,-0.7,-0.1,-0.04347826,-0.36842105,0.0,-0.2,-0.5,-0.38461538,-0.6,0.64705882,-0.3,0.11111111,-0.20041762
1971-04,-0.25,-0.33333333,-0.66666667,-0.33333333,-0.625,-0.08333333,0.29411765,-0.68421053,-0.76470588,-0.64705882,0.04347826,-0.25,-0.23809524,-0.32116089
1971-05,-0.11111111,0.28571429,-0.18518519,0.0,-0.05263158,0.2,0.17647059,0.25,-0.15789474,0.14285714,0.36842105,-0.05263158,0.5,0.09283407
1971-06,0.1,-0.16666667,-0.27272727,0.15789474,-0.5,-0.37931034,0.27272727,0.27272727,-0.11111111,0.0,0.2,-0.05263158,0.04347826,-0.05902889
1971-07,-0.04347826,-0.23076923,0.0,-0.75,0.0,0.15789474,-0.14285714,-0.04761905,-0.68421053,-0.66666667,0.29411765,0.0,0.625,-0.12008079
1971-08,-0.4,-0.08333333,0.0,-0.52380952,0.625,-0.53846154,-0.23076923,-0.38888889,-0.625,-0.75,0.04761905,-0.28571429,-0.05882353,-0.23527437
1971-09,0.72727273,-0.07692308,0.17647059,0.09090909,-0.06666667,-0.06666667,0.33333333,0.29411765,0.14285714,0.28571429,0.36842105,0.375,0.52941176,0.2349278
1971-10,-0.12,0.0,-0.39130435,-0.33333333,0.76470588,-0.23529412,0.2,-0.18518519,0.2,-0.5,0.33333333,0.3,0.6,0.06817562
1971-11,-0.07692308,-0.71428571,-0.25925926,-0.27272727,0.33333333,-0.15789474,0.46666667,-0.2173913,-0.33333333,0.375,-0.47826087,-0.05882353,0.04761905,-0.09407406
1971-12,0.11111111,-0.04347826,0.11111111,-0.73913043,0.2,0.26666667,0.53846154,-0.40740741,-0.15789474,0.09090909,0.11111111,0.04761905,-0.16129032,0.03126633
1972-02,0.125,-0.125,0.18918919,0.0,-0.15151515,0.375,0.30434783,-0.13333333,-0.26315789,0.27272727,0.46666667,0.25,0.46666667,0.15916038
1972-03,0.53846154,0.0,-0.14285714,0.04347826,0.55555556,0.75,0.0,0.12,0.18181818,0.41666667,0.38461538,0.04347826,0.15384615,0.24375524
1972-04,0.53846154,0.06666667,0.33333333,0.45454545,0.38461538,0.82608696,0.2,0.42222222,-0.25,,0.4,0.48148148,0.2,0.33047189
1972-05,-0.04,-0.23076923,0.28571429,-0.33333333,0.5,0.78571429,0.55555556,-0.24137931,0.38461538,0.875,0.36842105,0.04347826,0.26315789,0.28812951
1972-06,0.27272727,0.38461538,-0.04,0.46666667,0.66666667,0.33333333,0.07692308,0.52631579,-0.42857143,0.71428571,0.45454545,0.15789474,0.6,0.30492391
1972-07,0.6,0.23809524,0.13333333,0.18181818,0.6,0.31034483,-0.21428571,0.22222222,-0.42857143,0.26315789,0.26315789,0.30769231,0.2,0.20456188
1972-08,-0.53846154,-0.125,0.44,0.2,0.35135135,0.7,0.28571429,0.24137931,0.07692308,0.23809524,0.39130435,0.26315789,0.52380952,0.23390785
1972-09,0.42857143,-0.09090909,0.1,0.33333333,0.11111111,0.25,0.9047619,0.5,0.15384615,0.71428571,0.26315789,0.45454545,0.33333333,0.32966977
1972-10,-0.33333333,-0.09090909,0.30769231,-0.2,0.5,0.24137931,0.77777778,0.52380952,0.11111111,0.6,0.6,0.9,-0.1,0.27614317
1972-11,-0.63636364,-0.11111111,0.05882353,0.45454545,0.6,0.63636364,0.04761905,0.33333333,0.16666667,0.27272727,0.36363636,-0.30434783,0.28571429,0.15285614
1972-12,-0.14285714,-0.15789474,-0.30769231,0.26666667,0.51724138,0.28,0.39130435,0.39393939,0.17647059,0.27272727,0.56521739,0.33333333,0.09677419,0.19094092
1973-01,0.22222222,-0.5,-0.15384615,0.1875,0.46666667,-0.18181818,-0.39130435,0.36,0.26315789,0.52380952,0.65217391,0.22222222,0.27272727,0.13195925
1973-02,-0.4,-0.16666667,-0.28,0.0,-0.04,0.31034483,-0.45454545,0.2,-0.07692308,0.78947368,0.52380952,-0.10344828,0.47826087,0.04835879
1973-03,-0.07692308,-0.2173913,-0.08333333,0.2173913,0.66666667,-0.15789474,-0.52941176,-0.13043478,-0.52941176,0.63636364,0.61538462,0.16666667,0.04347826,0.0626321
1973-04,-0.44444444,-0.29411765,-0.5,-0.5,0.0625,-0.28,-0.15789474,-0.47826087,-0.11111111,0.36363636,0.58333333,-0.16666667,0.22222222,-0.10187856
1973-05,0.0,-0.61904762,-0.13333333,-0.375,0.35294118,-0.44,-0.37931034,0.0,-0.26666667,0.625,0.5,-0.18181818,-0.04,-0.07976958
1973-06,-0.68421053,-0.69230769,-0.73913043,-0.56521739,0.0,-0.03703704,-0.2,-0.23529412,-0.29411765,0.41176471,0.18181818,0.09090909,-0.375,-0.2418774
1973-07,-0.23076923,-0.76470588,-0.72727273,-0.26315789,0.25,-0.54285714,-0.03448276,-0.5862069,-0.84615385,-0.17647059,0.25,-0.78571429,-0.7037037,-0.38127401
1973-08,-0.11111111,-0.47368421,-0.04347826,-0.30769231,-0.07692308,-0.52941176,0.04761905,-0.1,-1.0,0.22222222,0.26315789,-0.52,-0.14285714,-0.22267989
1973-09,-0.30769231,-0.36363636,-0.2,-0.36363636,0.09677419,-0.56521739,0.05263158,-0.48148148,-0.61904762,0.14285714,0.33333333,-0.12,0.09090909,-0.15189373
1973-10,-0.38461538,-0.16666667,-0.42857143,-0.55555556,0.27272727,-0.4375,0.40740741,-0.24528302,-0.64705882,0.27272727,-0.5,-0.51724138,-0.53846154,-0.2685674
1973-11,-0.8,-0.65217391,-0.18518519,-0.66666667,-0.2,-0.33333333,-0.27272727,-0.38461538,-0.86666667,-0.17647059,-0.07692308,-0.24137931,-0.26315789,-0.39455699
1973-12,-0.6875,-0.83333333,-0.12,-0.44827586,-0.33333333,-0.51724138,-0.33333333,-0.33333333,-0.72727273,0.0,-0.33333333,-0.35483871,-0.36363636,-0.4210082
1974-01,-0.41176471,-0.61538462,-0.7,-0.1875,-0.55555556,-0.08333333,-0.25925926,-0.30434783,-0.42857143,0.0,-0.47368421,-0.35714286,-0.36842105,-0.37005142
1974-02,-0.6875,-0.6,-0.68,-0.40740741,-0.375,0.06666667,-0.5,-0.23809524,-0.57894737,-0.33333333,-0.52380952,-0.25925926,-0.33333333,-0.43432696
1974-03,-0.875,-0.2,-0.41666667,-0.46153846,0.44444444,-0.15384615,-0.2,0.0,-0.1,-0.73333333,-0.45454545,-0.375,0.04347826,-0.29016728
1974-04,-0.3,-0.2,-0.54545455,-0.66666667,-0.78947368,-0.2,0.03703704,-0.13513514,0.46666667,0.05263158,0.30434783,0.02702703,-0.11111111,-0.16041632
1974-05,0.13333333,-0.54545455,-0.23076923,-0.40740741,-0.63636364,-0.57142857,-0.42857143,-0.41935484,0.0,0.08333333,-0.37931034,-0.2,-0.09090909,-0.27279563
1974-06,-0.6875,-0.64705882,-0.38461538,-0.19047619,-0.6,-0.29032258,-0.1875,-0.4,-0.77777778,0.18181818,-0.61904762,-0.44,-0.45945946,-0.42516164
1974-07,-0.125,-0.33333333,-0.31034483,-0.25,-0.88888889,-0.42857143,-0.22580645,-0.47619048,-0.86666667,-0.41666667,-0.33333333,-0.125,-0.11111111,-0.36789356
1974-08,0.33333333,-0.76923077,-0.53333333,-0.35714286,0.05882353,-0.5,-0.25925926,-0.45454545,-0.45454545,-0.89473684,-0.57575758,-0.1875,-0.17647059,-0.35965165
1974-09,-0.29411765,-0.71428571,-0.54545455,-0.63636364,-0.24324324,-0.21428571,-0.18181818,-0.64705882,-0.52380952,0.48148148,-0.33333333,-0.48387097,-0.15384615,-0.3202456
1974-10,-0.37931034,-0.66666667,-0.8,-0.15151515,-0.36363636,-0.23076923,-0.21052632,-0.63636364,-0.375,-0.11111111,-0.94444444,-0.39393939,-0.22222222,-0.4040951
1974-11,-0.58139535,-0.71428571,-0.80645161,-0.62162162,-0.18518519,-0.27272727,-0.41935484,-0.6744186,-0.77777778,-0.6,-0.4375,-0.375,-0.7,-0.54094161
1974-12,-0.66666667,-0.5,-0.85714286,-0.72222222,-0.67741935,-0.58333333,-0.36,-0.375,-0.71428571,-0.58333333,-0.57142857,-0.37931034,-0.51724138,-0.59436531
1975-01,-0.01886792,-0.68,-0.4375,-0.69230769,-0.30434783,0.28571429,-0.37931034,-0.7037037,-0.47826087,-0.90909091,-0.68,-0.5,-0.37142857,-0.43044999
1975-02,0.22580645,-0.67741935,-0.69230769,-0.68421053,-0.45454545,-0.38461538,-0.23076923,-0.46666667,-0.6,-0.75,-0.52941176,-0.23809524,-0.47368421,-0.4574377
1975-03,-0.55555556,-0.17241379,-0.69230769,-0.45454545,0.15789474,-0.29032258,0.11111111,-0.17241379,-0.5483871,0.04347826,-0.55555556,,-0.53846154,-0.3177332
1975-04,-0.08108108,-0.71428571,-0.23809524,-0.51351351,-0.77777778,-0.48148148,-0.13333333,-0.19047619,-0.07142857,-0.69230769,-0.41176471,-0.25925926,-0.11111111,-0.37378662
1975-05,-0.30769231,-0.48148148,-0.42857143,-0.16666667,-0.44,-0.16129032,0.2,-0.625,-0.5,-0.45454545,0.14285714,-0.28,-0.30434783,-0.26514486
1975-06,0.03225806,0.10344828,-0.41935484,0.0,-0.61290323,0.0,0.11111111,0.0,-0.09090909,0.2,-0.17647059,-0.39130435,0.14285714,-0.09177229
1975-07,0.37142857,0.04,-0.7037037,-0.20930233,-0.39393939,-0.04347826,0.28571429,-0.2,-0.58333333,0.10344828,0.0,-0.23076923,0.5,-0.07199459
1975-08,0.24137931,-0.37931034,-0.5483871,-0.13513514,-0.13333333,-0.14285714,0.33333333,-0.14285714,0.17647059,-0.07692308,0.21212121,-0.29032258,0.30434783,-0.03655137
1975-09,-0.11111111,-0.25,0.2,0.02439024,-0.13333333,-0.4,0.18181818,-0.22222222,-0.07692308,0.29411765,0.02857143,-0.8,0.23076923,-0.06764173
1975-10,-0.68,-0.35483871,-0.31578947,-0.07142857,0.44827586,-0.13043478,0.15151515,-0.55555556,-0.35714286,0.48387097,-0.125,-0.12,0.27272727,-0.06652043
1975-11,-0.375,-0.52941176,-0.40540541,0.08571429,0.05882353,0.21212121,0.36842105,-0.13333333,0.05263158,0.33333333,0.03225806,-0.15384615,0.48148148,0.01342677
1975-12,-0.05555556,-0.22222222,-0.41666667,0.0,-0.31428571,0.33333333,0.51515152,0.05263158,-0.04347826,0.0,0.03448276,0.0,0.45454545,0.02377539
1976-01,0.31428571,-0.2173913,0.04,0.17241379,0.03225806,0.28,0.2,-0.20930233,0.72413793,0.13043478,0.44827586,-0.04,0.36,0.20370124
1976-02,0.03448276,-0.25,0.33333333,0.2,-0.03448276,0.3125,0.04761905,-0.17948718,-0.50877193,0.35714286,0.10344828,-0.04761905,0.58333333,0.09424882
1976-03,0.2,-0.52380952,-0.08571429,0.46153846,-0.15151515,0.44827586,0.2,0.69230769,0.21428571,0.58333333,0.0,0.04,0.35483871,0.14510276
1976-04,0.3125,-0.33333333,0.33333333,0.41176471,-0.09677419,-0.03448276,0.41666667,0.18518519,0.22580645,0.33333333,0.28571429,-0.18181818,0.46666667,0.17828141
1976-05,0.24137931,0.2,0.16504854,0.41935484,-0.33333333,0.35714286,0.25,0.23287671,0.07142857,0.37931034,0.16129032,0.02702703,0.4375,0.19801237
1976-06,-0.5,-0.41176471,-0.17241379,0.07692308,-0.15789474,-0.61290323,-0.04347826,-0.44827586,-0.92592593,-0.15,-0.23529412,-0.65217391,0.05263158,-0.3110245
1976-07,0.04166667,-0.36842105,-0.09677419,-0.44827586,-0.29032258,0.44,-0.08108108,-0.025,-0.41176471,0.51515152,-0.35483871,-0.03703704,0.125,-0.08055809
1976-08,-0.29411765,-0.41176471,0.11111111,-0.25714286,0.38461538,-0.42857143,-0.33333333,0.09090909,-0.6969697,-0.125,-0.42857143,0.0,-0.16666667,-0.22053427
1976-09,-0.05,-0.41176471,-0.11111111,-0.38888889,-0.2,-0.41666667,0.0,-0.09677419,-0.08571429,0.15384615,-0.06666667,0.54285714,0.03703704,-0.08308933
1976-10,0.2,-0.4,0.18518519,-0.18518519,0.10344828,-0.48148148,-0.09090909,-0.18918919,0.13513514,-0.35714286,-0.12,-0.5862069,-0.10344828,-0.1417171
1976-11,-0.47368421,-0.15789474,-0.17647059,-0.07142857,0.13333333,0.16129032,-0.53846154,-0.06666667,0.33333333,-0.04761905,0.04347826,-0.46153846,-0.125,-0.11505516
1976-12,-0.03030303,-0.05263158,0.17391304,-0.03225806,0.3,-0.58333333,0.15384615,-0.33333333,-0.04761905,-0.15151515,-0.18518519,0.09090909,0.03030303,-0.02782284
1977-01,0.2,0.05263158,0.47826087,-0.23076923,0.53846154,0.5,-0.02439024,0.16129032,-0.18518519,0.09090909,-0.33333333,0.18181818,0.5483871,0.1513992
1977-02,-0.74193548,-0.41666667,-0.25925926,-0.58333333,0.17391304,-0.30769231,-0.40740741,-0.21052632,-0.76470588,-0.46153846,-0.28,0.04,-0.53846154,-0.37892394
1977-03,-0.3125,-0.12195122,-0.25,-0.05,0.20930233,-0.79310345,0.25,0.10344828,0.03448276,0.51724138,0.33333333,-0.33333333,0.37704918,-0.01162325
1977-04,0.28571429,0.0,0.46666667,0.3125,0.38888889,0.24137931,0.23529412,0.3,-0.21428571,0.57575758,0.38461538,0.13333333,0.69230769,0.29184763
1977-05,0.07692308,-0.25925926,0.45454545,0.0,0.7037037,0.0,-0.09090909,0.23076923,-0.16666667,0.5625,0.12,-0.2,0.14285714,0.11197453
1977-06,-0.27272727,0.10344828,-0.2,0.0,0.25925926,0.47826087,0.74193548,0.24324324,0.23529412,0.40740741,0.1,0.22222222,0.07317073,0.17902259
1977-07,-0.14285714,0.0,0.13333333,-0.10344828,0.11764706,0.52,0.23809524,0.05,0.28571429,0.0,0.47826087,-0.22222222,0.22580645,0.12752747
1977-08,,,-0.12195122,-0.2972973,0.04,-0.03703704,-0.26829268,-0.06382979,-0.05,0.2,-0.28,-0.03448276,-0.25925926,-0.11083203
1977-09,-0.06666667,-0.2972973,0.05882353,-0.28205128,0.22222222,0.35483871,0.17241379,-0.2,-0.5483871,-0.10526316,-0.26666667,-0.2,0.125,-0.06941949
1977-10,-0.13333333,-0.23809524,0.13333333,-0.17241379,-0.04761905,0.38461538,0.24137931,-0.11764706,0.07142857,0.29032258,-0.29032258,0.09677419,-0.04,0.02467245
1977-11,-0.09677419,-0.46666667,0.05,-0.12820513,0.4,0.3,-0.33333333,0.21428571,-0.61290323,0.44,0.14285714,0.0,0.14285714,-0.01351402
1977-12,-0.1,-0.375,0.375,-0.02564103,0.15151515,0.21428571,0.47368421,-0.07692308,-0.125,0.03225806,0.28,0.4,0.2,0.12509184
1978-01,0.15151515,0.14285714,0.13333333,-0.16666667,0.25925926,0.13043478,0.28571429,0.42857143,0.2,0.2,0.23809524,-0.25,0.2173913,0.12849449
1978-02,-0.24137931,-0.27272727,-0.09803922,-0.375,0.125,0.28571429,-0.30769231,-0.16666667,-0.62962963,-0.28571429,-0.46666667,-0.52,-0.04,-0.2355112
1978-03,-0.16666667,-0.2,-0.15151515,-0.11111111,-0.10526316,-0.16666667,0.23076923,0.03030303,-0.13043478,-0.16666667,-0.23076923,0.0625,0.42857143,-0.05893773
1978-04,-0.08571429,-0.11111111,0.0952381,0.27906977,0.41176471,-0.15384615,0.23809524,0.37931034,0.4375,-0.17647059,0.25,0.61904762,0.35714286,0.18005968
1978-05,0.36363636,-0.12,0.25,0.11111111,-0.14285714,-0.15384615,0.38461538,-0.14285714,-0.07142857,0.25,0.31034483,0.47368421,0.41935484,0.17288457
1978-06,-0.23076923,-0.09090909,0.02702703,-0.22222222,-0.13333333,0.13043478,0.26666667,0.07692308,-0.33333333,0.21428571,-0.12,-0.12,0.40740741,-0.01706213
1978-07,-0.2,-0.39130435,0.28205128,-0.2,0.16129032,-0.03030303,0.0,-0.18518519,0.03703704,-0.13333333,0.3125,-0.36,0.25925926,-0.02190023
1978-08,-0.41176471,0.2,0.09090909,-0.15789474,-0.07142857,-0.14285714,0.44827586,0.35,0.07692308,0.4,0.4,-0.16666667,0.53333333,0.09990246
1978-09,0.27272727,0.0,0.0,-0.27272727,-0.16129032,0.25714286,0.35483871,0.04,-0.46153846,-0.07142857,0.35714286,-0.05263158,0.33333333,0.0462974
1978-10,-0.35714286,-0.28,0.0,-0.51724138,0.03703704,0.4,0.04347826,-0.12820513,0.01960784,0.21428571,0.18518519,0.22580645,0.16666667,0.01147358
1978-11,-0.31428571,-0.28,-0.2972973,-0.40540541,0.0,0.27272727,-0.08333333,-0.03225806,-0.7,-0.47826087,0.17241379,-0.30769231,0.07142857,-0.19580877
1978-12,-0.51724138,-0.36363636,-0.15151515,-0.07142857,0.03225806,0.27272727,-0.15384615,0.10344828,0.14285714,-0.44827586,0.07692308,-0.41935484,0.18181818,-0.11822622
1979-01,-0.08108108,0.03703704,-0.5,-0.48571429,-0.28,-0.17241379,-0.62962963,-0.33333333,-0.13043478,-0.3,-0.30769231,-0.14285714,-0.5,-0.2910655
1979-03,-0.13636364,0.13333333,-0.02857143,-0.51515152,0.07142857,0.18518519,-0.58333333,-0.03030303,-0.10344828,-0.17647059,-0.30434783,0.0625,0.08333333,-0.10932552
1979-04,0.05263158,0.0,-0.09090909,-0.5483871,-0.02857143,0.04,0.04,0.33333333,-0.23076923,-0.30769231,0.14285714,-0.33333333,0.03703704,-0.10226139
1979-05,-0.44444444,0.26315789,-0.20833333,-0.47058824,-0.21428571,-0.12,-0.48484848,0.16129032,-0.28,0.14285714,0.0,0.11111111,-0.40740741,-0.17606512
1979-07,-0.48387097,-0.46666667,-0.28301887,-0.70588235,-0.14285714,-0.04347826,-0.09589041,-0.42857143,-0.41935484,-0.38461538,-0.39393939,-0.17857143,-0.35714286,-0.32960738
1979-08,-0.37931034,-0.41935484,-0.05263158,-0.3,0.0,0.17647059,-0.56521739,-0.35294118,-0.75,-0.31034483,-0.48571429,0.08333333,-0.38888889,-0.28263819
1979-09,-0.11764706,-0.2,-0.43478261,-0.33333333,-0.3,-0.17241379,-0.36,-0.23809524,0.25925926,-0.18181818,-0.23529412,0.04761905,-0.23529412,-0.18864208
1979-10,-0.33333333,-0.13513514,-0.48571429,-0.33333333,0.11111111,0.30769231,0.0,-0.14285714,-0.03703704,-0.52,-0.58490566,-0.09677419,-0.04761905,-0.17958738
1979-11,-0.48571429,-0.48717949,-0.65432099,-0.51724138,-0.5483871,-0.61538462,-0.4,-0.17647059,-0.23076923,-0.13043478,-0.33333333,-0.25,-0.05263158,-0.3921164
1980-01,-0.20833333,-0.41935484,-0.88888889,-0.35,0.05555556,-0.30434783,-0.18518519,-0.20833333,-0.18518519,-0.25,-0.4375,-0.2,-0.4,-0.31443664
1980-03,-0.33333333,-0.12,-0.51515152,-0.35294118,-0.08571429,-0.35714286,-0.23076923,0.02439024,-0.35483871,0.0,-0.11111111,-0.14285714,-0.2,-0.23365495
1980-04,-0.75757576,-0.29032258,-0.77272727,-0.57575758,-0.5483871,-0.58823529,-0.83333333,-0.75609756,-0.70588235,-0.42857143,-0.76923077,-0.57575758,-0.62962963,-0.62295089
1980-05,-0.62162162,-0.2,-0.8974359,-0.68421053,-0.53333333,-0.6,-0.5,-0.69230769,-0.55,-0.36,-0.78947368,-0.21428571,-0.39393939,-0.52869168
1980-07,-0.13513514,-0.47826087,-0.36363636,-0.41176471,-0.31428571,-0.27777778,-0.33333333,-0.47368421,-0.52380952,-0.61290323,-0.91304348,-0.4,-0.46666667,-0.43588473
1980-08,-0.5,-0.41935484,-0.40540541,-0.4375,-0.03030303,-0.31034483,-0.07142857,-0.52,-0.29411765,-0.02857143,-0.30769231,-0.41935484,-0.375,-0.29992274
1980-09,-0.4,-0.10344828,-0.15789474,-0.21052632,-0.38888889,-0.30769231,0.13043478,-0.27272727,-0.6744186,0.15384615,-0.35483871,-0.48717949,0.03703704,-0.23029745
1980-10,-0.44827586,-0.5,-0.19230769,-0.17948718,-0.26315789,-0.15384615,-0.2,-0.33333333,-0.38095238,0.22580645,0.0,-0.66666667,-0.42857143,-0.26562157
